estimator,rank,valid,score,position_rmse_m,hidden_position_rmse_m,future_rmse_m,p95_error_m,overconfidence_fraction,brier_score,compute_us_per_step,candidate_json
ghost_mh,16,True,1.5069733034072972,0.22479591095159654,0.6773912606026458,0.4681468702759281,0.19033160936503637,0.012422360248447204,0.08175052904451309,1129.9888742236024,"{""future_horizon_s"": 1.0, ""gate_chi2"": 25.0, ""max_occlusion_s"": 5.0, ""model_count"": 5, ""stationary_prior_scale"": 0.5}"
ghost_mh,17,True,1.5070014080485292,0.22480293311206845,0.6773909109084064,0.4681237984609532,0.19033160936503637,0.012163561076604554,0.08175052904451309,1132.940016563147,"{""future_horizon_s"": 1.0, ""gate_chi2"": 9.21, ""max_occlusion_s"": 20.0, ""model_count"": 8, ""stationary_prior_scale"": 2.0}"
ghost_mh,18,True,1.5070471844994298,0.22479591095159654,0.6773912606026458,0.4681468702759281,0.19033160936503637,0.012422360248447204,0.08175052904451309,1133.6829288302279,"{""future_horizon_s"": 1.0, ""gate_chi2"": 25.0, ""max_occlusion_s"": 20.0, ""model_count"": 5, ""stationary_prior_scale"": 1.0}"
ghost_mh,19,True,1.5070578312178562,0.22479591095159654,0.6773912606026458,0.4681468702759281,0.19033160936503637,0.012422360248447204,0.08175052904451309,1134.2152647515527,"{""future_horizon_s"": 1.0, ""gate_chi2"": 16.0, ""max_occlusion_s"": 20.0, ""model_count"": 5, ""stationary_prior_scale"": 0.5}"
ghost_mh,20,True,1.5070716181433221,0.22479591095159654,0.6773912606026458,0.4681468702759281,0.19033160936503637,0.012422360248447204,0.08175052904451309,1134.9046110248448,"{""future_horizon_s"": 1.0, ""gate_chi2"": 25.0, ""max_occlusion_s"": 20.0, ""model_count"": 8, ""stationary_prior_scale"": 1.0}"
ghost_mh,21,True,1.507079817253053,0.22479591095159654,0.6773912606026458,0.4681468702759281,0.19033160936503637,0.012422360248447204,0.08175052904451309,1135.3145665113873,"{""future_horizon_s"": 1.0, ""gate_chi2"": 25.0, ""max_occlusion_s"": 5.0, ""model_count"": 3, ""stationary_prior_scale"": 0.5}"
ghost_mh,22,True,1.5071149462126803,0.22479591095159654,0.6773912606026458,0.4681468702759281,0.19033160936503637,0.012422360248447204,0.08175052904451309,1137.0710144927536,"{""future_horizon_s"": 1.0, ""gate_chi2"": 16.0, ""max_occlusion_s"": 5.0, ""model_count"": 5, ""stationary_prior_scale"": 2.0}"
ghost_mh,23,True,1.5071150933193056,0.22479591095159654,0.6773912606026458,0.4681468702759281,0.19033160936503637,0.012422360248447204,0.08175052904451309,1137.0783698240166,"{""future_horizon_s"": 1.0, ""gate_chi2"": 16.0, ""max_occlusion_s"": 20.0, ""model_count"": 3, ""stationary_prior_scale"": 0.5}"
ghost_mh,24,True,1.5071978113679598,0.22479591095159654,0.6773912606026458,0.4681468702759281,0.19033160936503637,0.012422360248447204,0.08175052904451309,1141.2142722567287,"{""future_horizon_s"": 1.0, ""gate_chi2"": 25.0, ""max_occlusion_s"": 5.0, ""model_count"": 8, ""stationary_prior_scale"": 0.5}"
ghost_mh,25,True,1.507244339799637,0.22479591095159654,0.6773912606026458,0.4681468702759281,0.19033160936503637,0.012422360248447204,0.08175052904451309,1143.5406938405797,"{""future_horizon_s"": 1.0, ""gate_chi2"": 16.0, ""max_occlusion_s"": 5.0, ""model_count"": 3, ""stationary_prior_scale"": 2.0}"
